ElapsedSeconds,CPU Usage (%),Memory Usage (MB),Network Received (MB),Network Sent (MB),Network Receive Traffic (Mbps),Network Send Traffic (Mbps)
1.6689300537109375e-06,0.8,1207.49609375,8195.8938331604,954.3649311065674,39286937472.0,4574739026.285714
0.10289883613586426,7.0,1207.4921875,8195.8938331604,954.3649311065674,0.0,0.0
0.20380830764770508,0.0,1207.4921875,8195.893953323364,954.36501121521,0.004716705231659012,0.0031444701544393414
0.3049004077911377,0.0,1207.4921875,8195.893953323364,954.36501121521,0.0,0.0
0.406158447265625,0.0,1207.5546875,8195.893953323364,954.36501121521,0.0,0.0
0.5078067779541016,2.4,1207.5546875,8195.893953323364,954.36501121521,0.0,0.0
0.609320878982544,0.0,1207.5546875,8195.893953323364,954.36501121521,0.0,0.0
0.7109057903289795,2.4,1207.56640625,8195.893953323364,954.36501121521,0.0,0.0
0.8124332427978516,0.0,1207.56640625,8195.894006729126,954.36501121521,0.0005258845542541478,0.0
0.9140348434448242,0.0,1207.56640625,8195.894006729126,954.36501121521,0.0,0.0
1.0157625675201416,0.0,1207.56640625,8195.894006729126,954.36501121521,0.0,0.0
1.1174821853637695,2.4,1207.56640625,8195.894006729126,954.36501121521,0.0,0.0
1.219146728515625,2.4,1207.56640625,8195.894060134888,954.36501121521,0.0003504468196951113,0.0
1.3207128047943115,0.0,1207.56640625,8195.894060134888,954.36501121521,0.0,0.0
1.422365665435791,0.0,1207.5546875,8195.894060134888,954.36501121521,0.0,0.0
1.5240752696990967,4.8,1207.5546875,8195.894060134888,954.36501121521,0.0,0.0
1.6257059574127197,13.6,1207.5546875,8195.894060134888,954.36501121521,0.0,0.0
1.7274410724639893,7.3,1207.47265625,8195.894060134888,954.36501121521,0.0,0.0
1.8290154933929443,2.4,1207.640625,8195.89411354065,954.36501121521,0.00023359347982199446,0.0
1.9308128356933594,0.0,1207.640625,8195.89411354065,954.36501121521,0.0,0.0
2.032559394836426,0.0,1207.640625,8195.89411354065,954.36501121521,0.0,0.0
2.1342060565948486,0.0,1207.640625,8195.89411354065,954.36501121521,0.0,0.0
2.2359113693237305,4.8,1207.640625,8195.894166946411,954.36501121521,0.00019108364473285184,0.0
2.3375627994537354,0.0,1207.640625,8195.894166946411,954.36501121521,0.0,0.0
2.439202070236206,2.5,1207.6484375,8195.894166946411,954.36501121521,0.0,0.0
2.540886640548706,0.0,1207.65625,8195.894166946411,954.36501121521,0.0,0.0
2.642524242401123,0.0,1207.65625,8195.894166946411,954.36501121521,0.0,0.0
2.744243621826172,0.0,1207.65625,8195.894166946411,954.36501121521,0.0,0.0
2.8458755016326904,0.0,1207.65625,8195.894220352173,954.36501121521,0.00015012817444223656,0.0
2.946772813796997,0.0,1207.65625,8195.894220352173,954.36501121521,0.0,0.0
3.0476906299591064,0.0,1207.65625,8195.894220352173,954.36501121521,0.0,0.0
3.149384021759033,0.0,1207.65625,8195.894220352173,954.36501121521,0.0,0.0
3.2511181831359863,2.4,1207.65625,8195.894220352173,954.36501121521,0.0,0.0
3.352729320526123,2.4,1207.65625,8195.894220352173,954.36501121521,0.0,0.0
3.45355224609375,2.4,1207.6484375,8195.894220352173,954.36501121521,0.0,0.0
3.555265426635742,0.0,1207.6484375,8195.894220352173,954.36501121521,0.0,0.0
3.656862258911133,0.0,1207.6484375,8195.894220352173,954.36501121521,0.0,0.0
3.758347511291504,0.0,1207.6484375,8195.894220352173,954.36501121521,0.0,0.0
3.8597521781921387,2.4,1207.6484375,8195.894273757935,954.36501121521,0.00011069262326321607,0.0
3.9605672359466553,2.4,1207.6484375,8195.894273757935,954.36501121521,0.0,0.0
4.061434507369995,0.0,1207.6484375,8195.894273757935,954.36501121521,0.0,0.0
4.163233995437622,2.4,1207.6484375,8195.894273757935,954.36501121521,0.0,0.0
4.265041828155518,0.0,1207.6484375,8195.894273757935,954.36501121521,0.0,0.0
4.366696357727051,2.4,1207.6484375,8195.894273757935,954.36501121521,0.0,0.0
4.4683849811553955,0.0,1207.6484375,8195.894273757935,954.36501121521,0.0,0.0
4.57002592086792,2.4,1207.6484375,8195.894273757935,954.36501121521,0.0,0.0
4.67173957824707,0.0,1207.6484375,8195.894273757935,954.36501121521,0.0,0.0
4.773387908935547,0.0,1207.6484375,8195.894273757935,954.36501121521,0.0,0.0
4.875121116638184,0.0,1207.6484375,8195.894273757935,954.36501121521,0.0,0.0
4.976691246032715,0.0,1207.6484375,8195.894430160522,954.3652305603027,0.0002514161802025472,0.00035259586247918197
5.0775368213653564,0.0,1207.6484375,8195.894430160522,954.3652305603027,0.0,0.0
5.179272651672363,2.4,1207.6484375,8195.894430160522,954.3652305603027,0.0,0.0
5.281019926071167,0.0,1207.6484375,8195.894430160522,954.3652305603027,0.0,0.0
5.382676839828491,2.4,1207.6484375,8195.894483566284,954.3652305603027,7.937427909263328e-05,0.0
5.484396696090698,12.8,1207.87890625,8195.897268295288,954.3684844970703,0.00406203877395115,0.004746464485178536
5.585038423538208,28.2,1209.109375,8195.897693634033,954.3690032958984,0.0006092545302099875,0.000743126601870478
5.685686349868774,30.0,1210.09375,8195.897693634033,954.3690032958984,0.0,0.0
5.786336421966553,29.3,1211.32421875,8195.897693634033,954.3690032958984,0.0,0.0
5.886987924575806,30.0,1217.96875,8195.897693634033,954.3690032958984,0.0,0.0
5.987696170806885,25.6,1236.42578125,8195.897693634033,954.3690032958984,0.0,0.0
6.088350057601929,26.8,1236.42578125,8195.897693634033,954.3690032958984,0.0,0.0
6.1890013217926025,50.0,1273.5859375,8195.897693634033,954.3690032958984,0.0,0.0
6.2902092933654785,97.5,1336.234375,8195.897693634033,954.3690032958984,0.0,0.0
6.391350746154785,97.6,1339.23828125,8195.897693634033,954.3690032958984,0.0,0.0
6.492454528808594,95.0,1326.14453125,8195.897693634033,954.3690032958984,0.0,0.0
6.593598365783691,100.0,1343.86328125,8195.897693634033,954.3690032958984,0.0,0.0
6.694777965545654,97.6,1402.43359375,8195.897693634033,954.3690032958984,0.0,0.0
6.79605770111084,95.1,1352.66796875,8195.897747039795,954.3690032958984,6.286675489529247e-05,0.0
6.897273302078247,100.0,1372.109375,8195.897747039795,954.3690032958984,0.0,0.0
