ElapsedSeconds,CPU Usage,Memory Usage (MB),Network Received (MB),Network Sent (MB),Network Receive Traffic (Mbps),Network Send Traffic (Mbps),Latency (ms),Throughput (Mbps),Jitter (ms),Bandwidth (Mbps)
0.23696184158325195,0.9,1203.87890625,1339.8608417510986,420.3846073150635,45234.653235267484,14192.482789845959,197.0,37.086369244402746,-176.886,0.0
14.014556169509888,4.2,1208.3046875,1393.5854005813599,420.8387289047241,30.667861717744326,0.2592285244957713,976.0,62.007266367942364,-955.886,0.0
25.524057388305664,4.8,1229.484375,1481.9826192855835,421.4933738708496,27.706321878033236,0.2051852356123996,219.0,43.74977213499457,-198.886,0.0
35.97011423110962,4.7,1217.4765625,1543.0430431365967,422.0524320602417,13.580256867397681,0.124338373973486,200.0,47.742867463368775,-179.886,0.0
46.360798835754395,4.8,1211.28515625,1615.3283166885376,430.8892889022827,12.47351648241109,1.5248843098408134,191.0,36.59869937890566,-170.886,0.0
56.85115122795105,48.1,1374.2734375,1671.8849792480469,436.5849857330322,7.958560041500516,0.8014890404469704,236.0,30.5829843008574,-215.886,0.0
67.2681314945221,39.1,1413.98828125,1722.7890577316284,445.0487003326416,6.053871555831975,1.0065645543073969,147.0,46.138183827898686,-126.886,0.0
78.00801467895508,4.1,1411.76171875,1795.8413715362549,451.17375087738037,7.491775208511691,0.6281457688619966,108.0,3.8039641800156585,-87.886,0.0
88.24506950378418,4.9,1412.0859375,1800.8369636535645,451.2215242385864,0.4528835113758143,0.004330971597592184,177.0,24.85373414836089,-156.886,0.0
98.77205657958984,16.6,1442.1875,1850.568606376648,465.11733627319336,4.027992891532846,1.1254852852767956,195.0,27.63897236023159,-174.886,0.0
109.6692361831665,96.8,1470.46875,1890.8810415267944,465.43802070617676,2.940655852317073,0.023392845187527357,383.0,18.22082005498453,-362.886,0.0
120.18694376945496,9.9,1463.96484375,1920.474886894226,471.0177707672119,1.9698542579932248,0.37140473905307697,210.0,45.07202399833079,-189.886,0.0
130.57777452468872,4.8,1469.4765625,1988.1824131011963,479.81860637664795,4.148180742300432,0.5391934816761353,227.0,31.015903330365557,-206.886,0.0
141.59784197807312,3.8,1456.5625,2034.7060070037842,480.12791538238525,2.6284916918319823,0.017475351398940228,194.0,9.84201007511832,-173.886,0.0
151.968035697937,4.1,1459.49609375,2060.511745452881,493.1377010345459,1.3584824377352662,0.6848695828651685,132.0,32.03318975140129,-111.886,0.0
162.5033369064331,94.3,1481.37890625,2105.9243898391724,494.1758279800415,2.235653507223148,0.0511067386188306,166.0,43.78596359944605,-145.886,0.0
172.82321691513062,27.3,1479.046875,2165.478455543518,496.5656785964966,2.7567622807804253,0.11062636879991314,145.0,39.57473222202931,-124.886,0.0
183.25766897201538,4.6,1482.66796875,2229.15860748291,506.54654693603516,2.7799175792906743,0.4357086236238317,133.0,58.12526756071777,-112.886,0.0
193.77812099456787,4.7,1474.92578125,2313.4126539230347,509.3710117340088,3.478371903192781,0.11660613833912901,106.0,50.82197210764227,-85.886,0.0
204.0295627117157,4.4,1480.890625,2380.619809150696,510.0219602584839,2.635192835172488,0.025523694344034162,305.0,34.878213953125744,-284.886,0.0
214.61907315254211,4.4,1482.26953125,2428.655752182007,510.55833530426025,1.790556349935185,0.01999356489234802,173.0,31.774871298313148,-152.886,0.0
225.23686933517456,4.7,1494.80859375,2484.824394226074,518.9542865753174,1.9950070238450326,0.2982087717997227,170.0,34.52650307310659,-149.886,0.0
236.39871644973755,45.1,1487.171875,2543.4983434677124,524.9053544998169,1.9855928195486046,0.20139087094459115,190.0,41.829052891462915,-169.886,0.0
246.95289492607117,74.4,1494.08984375,2604.3040161132812,526.2049942016602,1.9697901549612329,0.04210162273197331,115.0,57.583498989532615,-94.886,0.0
257.32391476631165,4.8,1498.45703125,2693.2480516433716,539.6263294219971,2.7652007583007507,0.4172588539242606,161.0,34.940656028500726,-140.886,0.0
267.9427137374878,4.3,1492.8671875,2744.2646589279175,540.2574644088745,1.5232093927220138,0.01884387832231288,191.0,38.77335041717717,-170.886,0.0
278.3544771671295,4.5,1500.12109375,2797.1549882888794,540.7295970916748,1.52008560880321,0.013569249903368795,110.0,42.259132304301765,-89.886,0.0
288.80791449546814,19.6,1486.02734375,2869.9816455841064,554.6381216049194,2.0173036441179613,0.38526712919324446,327.0,51.20220430311472,-306.886,0.0
299.5037841796875,96.8,1472.265625,2941.0317249298096,555.0955839157104,1.8978078568269863,0.012219206165797513,153.0,40.948727474912374,-132.886,0.0
310.52740597724915,9.5,1471.93359375,3009.4702796936035,563.53724193573,1.763156576751441,0.21747923970711971,139.0,38.97367412973181,-118.886,0.0
321.1545753479004,4.2,1477.99609375,3071.372862815857,569.692346572876,1.5420009646182515,0.15332441408884287,122.0,37.03967216494884,-101.886,0.0
331.7449493408203,4.0,1468.07421875,3123.2210369110107,570.1596155166626,1.2503141150616224,0.011268149093816512,189.0,29.471258762732216,-168.886,0.0
342.83513498306274,4.3,1479.66015625,3170.0756244659424,570.6394662857056,1.0933438909578839,0.011197236690846754,159.0,29.480107505576267,-138.886,0.0
353.61449694633484,4.4,1479.19921875,3218.465847015381,575.0533771514893,1.0947565321516162,0.09985814278318017,151.0,29.39847391012994,-130.886,0.0
364.10408663749695,4.9,1471.65625,3268.5458393096924,584.560305595398,1.1003445252548634,0.20888375149436467,136.0,32.13518875891171,-115.886,0.0
374.55329275131226,95.9,1456.34375,3314.573956489563,585.461199760437,0.9831042593008276,0.019241996959556164,199.0,37.854423459940875,-178.886,0.0
385.24723625183105,26.4,1464.40625,3372.739912033081,588.8863821029663,1.207867573237997,0.0711269443665065,158.0,35.01606024846007,-137.886,0.0
395.55944061279297,4.9,1463.31640625,3429.3234901428223,599.8274631500244,1.144375733206277,0.2212781174957351,313.0,30.872689306499602,-292.886,0.0
406.17429208755493,4.8,1469.8359375,3471.123978614807,600.2076692581177,0.8233015094510088,0.007488531214305498,189.0,31.90860570232677,-168.886,0.0
416.9791624546051,4.5,1463.5234375,3519.150866508484,600.8373651504517,0.9214251879822462,0.0120811004296175,154.0,33.72479988543394,-133.886,0.0
428.16071128845215,5.5,1462.9765625,3582.1557569503784,612.9875221252441,1.1772194651358021,0.2270204930896971,406.0,29.62050237727238,-385.886,0.0
438.9808769226074,79.5,1444.94921875,3627.7517824172974,614.9991083145142,0.8309432663502114,0.03665920398850838,170.0,41.81693015794945,-149.886,0.0
449.41603684425354,41.1,1490.8515625,3691.493914604187,622.5844392776489,1.1346659124045397,0.13502555033679822,140.0,31.89827252449432,-119.886,0.0
459.7808270454407,4.5,1491.125,3741.540898323059,629.6080055236816,0.8707972281571605,0.12220720539681952,256.0,33.17193328701289,-235.886,0.0
470.9563286304474,4.7,1489.4609375,3799.967903137207,636.274998664856,0.9924827634707467,0.11325029920395543,166.0,39.223139236142316,-145.886,0.0
481.6156942844391,38.1,1495.98046875,3863.4764852523804,644.0763235092163,1.0549254581004677,0.12958589077461316,176.0,39.836520695825556,-155.886,0.0
492.13263750076294,83.4,1476.9921875,3919.9980821609497,645.2100629806519,0.9188026576836285,0.018429819687523396,154.0,44.39955920431058,-133.886,0.0
503.3321316242218,4.7,1481.984375,3999.932476043701,658.7991418838501,1.2704834658547721,0.2159858757174452,119.0,66.59622343269808,-98.886,0.0
513.6256442070007,5.2,1496.88671875,4102.268427848816,672.3361883163452,1.593938355054117,0.2108468934162397,128.0,33.633861915297906,-107.886,0.0
524.1370310783386,95.9,1480.05859375,4149.91432762146,673.4124011993408,0.7272281399330899,0.016426435366056057,247.0,36.5102884591392,-226.886,0.0
534.7994174957275,25.0,1482.609375,4207.024905204773,678.739336013794,0.8543102436534609,0.07968497556556417,216.0,28.907384020587465,-195.886,0.0
545.6120846271515,4.0,1479.765625,4255.5438442230225,685.3885364532471,0.7114056361329362,0.09749344821050891,164.0,31.153210070187992,-143.886,0.0
555.9879822731018,4.4,1476.21875,4301.6278648376465,688.5909309387207,0.6630937658215427,0.046078614467614354,130.0,33.85382089837696,-109.886,0.0
566.6880414485931,4.7,1490.640625,4357.447344779968,695.8309106826782,0.7880099929355635,0.10220762344587843,209.0,31.7827829131183,-188.886,0.0
577.5640976428986,62.4,1500.484375,4413.665607452393,702.4872846603394,0.7786946993673203,0.09219927630303218,223.0,41.32735997629049,-202.886,0.0
588.2053091526031,56.8,1473.2578125,4474.671090126038,705.5211811065674,0.8297168587142806,0.0412630950318868,142.0,41.148192205621655,-121.886,0.0
598.7991371154785,4.5,1471.51171875,4540.42973613739,714.4346342086792,0.8785402908644603,0.11908438138437538,132.0,37.99821276648493,-111.886,0.0
609.1824185848236,4.3,1463.23046875,4595.1341733932495,717.6178770065308,0.7183981098199371,0.0418034756189645,112.0,39.69769358500162,-91.886,0.0
620.0102136135101,4.4,1463.28125,4659.124913215637,724.5495777130127,0.8256733636620637,0.08943982604522553,167.0,33.53828597056612,-146.886,0.0
630.5893046855927,83.0,1459.0390625,4712.81945514679,731.8868951797485,0.6811982573402391,0.09308521298684791,130.0,28.69256530089127,-109.886,0.0
640.9589686393738,39.0,1468.98046875,4756.521653175354,734.3881158828735,0.5454601641204632,0.031218481375612363,176.0,61.81304055404274,-155.886,0.0
651.377345085144,5.5,1477.59765625,4850.809830665588,746.7264680862427,1.1580160495500145,0.15153553983989232,127.0,32.426623155196715,-106.886,0.0
662.0039169788361,4.1,1466.39453125,4897.298732757568,747.2299566268921,0.5617960969673985,0.0060844176626285475,259.0,39.59474815574581,-238.886,0.0
672.4227693080902,4.5,1481.171875,4951.1232261657715,747.804967880249,0.6403649116592226,0.006841068204143163,221.0,32.13521606386198,-200.886,0.0
683.0496997833252,4.2,1465.44921875,5000.4689083099365,749.9272899627686,0.5779454368818938,0.02485701503937728,169.0,50.88097564827119,-148.886,0.0
693.6291785240173,43.6,1487.515625,5082.717267990112,762.1430444717407,0.9486147610478919,0.14089089544896288,111.0,45.22894828519163,-90.886,0.0
704.058530330658,79.9,1505.9375,5144.787711143494,763.6992712020874,0.7052873075677982,0.01768292451044722,150.0,30.6841132129177,-129.886,0.0
714.9058809280396,4.5,1498.3984375,5197.734100341797,769.9564237594604,0.5924851436899304,0.07001931554123415,145.0,27.762180576649214,-124.886,0.0
726.34588098526,4.6,1515.4765625,5249.395031929016,777.2413291931152,0.5689953829395239,0.08023621389603634,229.0,27.71977523628736,-208.886,0.0
736.855003118515,4.5,1520.77734375,5293.4619035720825,780.157844543457,0.4784319461122392,0.03166446954148137,137.0,8.630617972701897,-116.886,0.0
747.2049877643585,4.2,1510.51953125,5311.025525093079,786.4024276733398,0.18804608436618225,0.06685804545889491,318.0,21.607294692219845,-297.886,0.0
758.0490419864655,67.0,1472.515625,5348.423994064331,791.6786203384399,0.39468126097224376,0.055681808145540024,217.0,29.72419413763928,-196.886,0.0
768.5372877120972,53.0,1456.58203125,5395.21813583374,798.7516956329346,0.4870982060866647,0.07362635913789815,146.0,30.099160316424403,-125.886,0.0
779.0250873565674,4.5,1449.48046875,5444.033369064331,806.2162456512451,0.5012956221600869,0.07665529790461241,325.0,25.97950120993445,-304.886,0.0
790.1654651165009,3.5,1458.14453125,5483.146748542786,806.6078996658325,0.39600191306956467,0.003965286076172994,227.0,28.81330205096678,-206.886,0.0
801.0240025520325,3.5,1466.93359375,5524.702445983887,806.9494457244873,0.415025740139683,0.003411094374866493,450.0,21.2007148413391,-429.886,0.0
812.7903876304626,7.1,1461.87890625,5574.555698394775,820.6817655563354,0.4906874212056217,0.13516222672743106,236.0,29.351403373234504,-215.886,0.0
823.9702124595642,97.0,1468.23046875,5621.249398231506,821.0767211914062,0.45335328030705885,0.003834659351501088,211.0,27.986005087595128,-190.886,0.0
834.689891576767,16.1,1479.8984375,5664.0886487960815,824.4138631820679,0.4105884208914994,0.03198449651146592,162.0,29.75515616167214,-141.886,0.0
845.5970976352692,4.0,1476.2109375,5714.117201805115,831.0433692932129,0.47330865395767463,0.06272023524853222,145.0,25.414822808203414,-124.886,0.0
856.0031008720398,3.8,1483.859375,5755.855017662048,835.9515342712402,0.3900716323519281,0.04587053456257088,214.0,32.94012109086116,-193.886,0.0
867.0294499397278,4.3,1485.7578125,5804.54035949707,836.5240211486816,0.44921511571175693,0.005282283110279155,257.0,45.767069154455896,-236.886,0.0
877.4450771808624,5.0,1489.890625,5871.320301055908,839.824089050293,0.6088580885166714,0.03008797234091592,141.0,36.48534084472553,-120.886,0.0
887.7572882175446,36.2,1480.6796875,5931.053903579712,851.116286277771,0.5382876902648736,0.10175931982626206,207.0,57.585309446622155,-186.886,0.0
898.1108801364899,89.1,1487.60546875,6011.561538696289,856.514666557312,0.7171286922108508,0.048086537187663064,110.0,99.39083962997366,-89.886,0.0
908.4236145019531,31.8,1486.52734375,6167.748135566711,879.7793502807617,1.3754516670599963,0.20487960332211014,205.0,114.24059321491802,-184.886,0.0
918.8036165237427,95.6,1473.9140625,6319.032236099243,881.2430801391602,1.3172268616434852,0.012744659094280903,110.0,111.41789080758952,-89.886,0.0
929.2885475158691,6.4,1481.39453125,6484.081292152405,895.8624067306519,1.4208637908590442,0.12585392668893985,116.0,89.86775642867752,-95.886,0.0
939.5543489456177,23.7,1491.1328125,6619.284761428833,909.9172096252441,1.1512136103943802,0.11967207994185584,200.0,88.10769458184912,-179.886,0.0
950.0412862300873,96.8,1463.02734375,6739.726644515991,910.991720199585,1.0142033600673543,0.00904811687588565,165.0,70.77475093890259,-144.886,0.0
960.3669443130493,11.1,1474.6328125,6845.20526599884,922.7764587402344,0.8786526617348164,0.09816863115028633,109.0,55.062246004820125,-88.886,0.0
970.6503314971924,5.0,1466.16015625,6925.774879455566,928.5173282623291,0.6640464508569253,0.047315654964972996,116.0,101.69943123126104,-95.886,0.0
980.9732475280762,63.1,1510.06640625,7073.746990203857,940.3691787719727,1.2067371755236858,0.09665381223807,109.0,88.6337860414236,-88.886,0.0
991.5126304626465,64.4,1472.05859375,7211.567741394043,954.8927040100098,1.1120039983827736,0.11718277542272222,108.0,102.61481107064172,-87.886,0.0
1001.7761042118073,22.1,1474.58203125,7362.430659294128,969.212176322937,1.2047635575718483,0.11435267623352817,106.0,121.52281387828558,-85.886,0.0
1012.1399111747742,96.8,1471.6640625,7528.16668510437,970.3731622695923,1.3099851036829453,0.009176485850125097,106.0,107.30306914185802,-85.886,0.0
1022.416286945343,16.8,1488.015625,7685.68043422699,985.2168064117432,1.2324823157363503,0.11614560003928733,106.0,100.3224610313969,-85.886,0.0
1032.7004234790802,8.7,1483.984375,7831.667174339294,999.5642786026001,1.1309125999618572,0.11114527980938763,106.0,119.67413858905874,-85.886,0.0
1042.947945356369,96.7,1491.9921875,7990.29833316803,1000.8365345001221,1.2167906138366822,0.009758921550680082,109.0,82.4201355260382,-88.886,0.0
1053.5561800003052,29.3,1474.89453125,8117.483271598816,1015.3510437011719,0.9657572389219855,0.11021346161945042,125.0,36.312524468537354,-104.886,0.0
