ElapsedSeconds,CPU Usage (%),Memory Usage (MB),Network Received (MB),Network Sent (MB),Network Receive Traffic (Mbps),Network Send Traffic (Mbps)
1.1920928955078125e-06,1.0,1400.83984375,20272.864106178284,19316.110012054443,136048888019.2,129628219980.8
0.10290122032165527,2.5,1400.83984375,20272.864106178284,19316.110012054443,0.0,0.0
0.20379042625427246,2.4,1400.83984375,20272.864106178284,19316.110012054443,0.0,0.0
0.30472540855407715,0.0,1400.83984375,20272.864106178284,19316.110012054443,0.0,0.0
0.4058685302734375,0.0,1400.83984375,20272.864106178284,19316.110012054443,0.0,0.0
0.5071656703948975,0.0,1400.83984375,20272.864106178284,19316.110012054443,0.0,0.0
0.6087284088134766,4.9,1400.83984375,20272.864106178284,19316.110012054443,0.0,0.0
0.7102921009063721,2.4,1400.83984375,20272.8642206192,19316.110012054443,0.00128894484759402,0.0
0.8111166954040527,0.0,1400.83984375,20272.8642206192,19316.110012054443,0.0,0.0
0.9127466678619385,2.4,1400.83984375,20272.8642206192,19316.110012054443,0.0,0.0
1.0144078731536865,2.4,1400.83984375,20272.8642206192,19316.110012054443,0.0,0.0
1.1160593032836914,0.0,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
1.2177503108978271,2.5,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
1.319444179534912,2.4,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
1.4210224151611328,7.5,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
1.5226550102233887,0.0,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
1.6242549419403076,0.0,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
1.725928544998169,4.8,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
1.8274013996124268,0.0,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
1.9289779663085938,4.8,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
2.030728340148926,0.0,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
2.132383346557617,0.0,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
2.2341761589050293,0.0,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
2.335878610610962,0.0,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
2.437525987625122,2.4,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
2.5391602516174316,0.0,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
2.6407299041748047,0.0,1400.8203125,20272.8642206192,19316.110012054443,0.0,0.0
